x y
1.325395451842323456e+11 6.934528005470420837e+10
1.232446509457302856e+11 8.476193376379463196e+10
1.121636956453983765e+11 9.895021039218484497e+10
9.945704950234301758e+10 1.117043019251459808e+11
8.530866311656781006e+10 1.228391039369579620e+11
6.992342469795133972e+10 1.321929019283070679e+11
5.352421269168229675e+10 1.396297246380198669e+11
3.634868506082121277e+10 1.450413298195075378e+11
1.864585043553776932e+10 1.483487929550513611e+11
6.724697115742607117e+08 1.495036748321961670e+11
-1.731066058296674728e+10 1.484887497649815674e+11
-3.504248978866343689e+10 1.453182824383358765e+11
-5.226550481529429626e+10 1.400378478074987183e+11
-6.872947684902296448e+10 1.327236951081328278e+11
-8.419510815838439941e+10 1.234816637315298462e+11
-9.843752520284091187e+10 1.124456653913698883e+11
-1.112495661896534271e+11 9.977575354758663940e+10
-1.224448139859635620e+11 8.565580735014968872e+10
-1.318603288464341431e+11 7.029086331191242981e+10
-1.393590397195625916e+11 5.390413340836970520e+10
-1.448317578888386841e+11 3.673375323161950684e+10
-1.481987823138228760e+11 1.902930810230654144e+10
-1.494110721722822876e+11 1.048188583684509277e+09
-1.484509686664874573e+11 -1.694817042395254135e+10
-1.453324550330227051e+11 -3.469811095728788757e+10
-1.401009507665822754e+11 -5.194357660754624939e+10
-1.328326432099171448e+11 -6.843388340210161591e+10
-1.236333667482830811e+11 -8.392938073629621887e+10
-1.126370467527286530e+11 -9.820494790992898560e+10
-1.000037320221726990e+11 -1.110532744579023438e+11
-8.591724566671705627e+10 -1.222878759133144379e+11
-7.058249005136347961e+10 -1.317458008354509125e+11
-5.422244648990863800e+10 -1.392899897929409485e+11
-3.707491476700891113e+10 -1.448112524211823120e+11
-1.938904121127691269e+10 -1.482298345721708679e+11
-1.421686898833774567e+09 -1.494965538377923889e+11
1.656631039381939316e+10 -1.485934882454418945e+11
3.431392565945962524e+10 -1.455342095884366455e+11
5.156373234309535217e+10 -1.403635595563088379e+11
6.806562946036782837e+10 -1.331569734693429260e+11
8.358045658936601257e+10 -1.240193629014470367e+11
9.788344513536680603e+10 -1.130835747069000854e+11
1.107674569277223053e+11 -1.005084498694007263e+11
1.220459645113016663e+11 -8.647651109483961487e+10
1.315557313814371796e+11 -7.119131311015176392e+10
1.391591548172029419e+11 -5.487449415633809662e+10
1.447462388264734497e+11 -3.776257112977828979e+10
1.482361699594775085e+11 -2.010352419589044571e+10
1.495784743067178345e+11 -2.153219444060634613e+09
1.487537398032908020e+11 1.582827974965247345e+10
1.457738939461488647e+11 3.358046055136101913e+10
1.406820331253560486e+11 5.084611482888473511e+10
1.335518059068270111e+11 6.737504670039134979e+10
1.244863587144725189e+11 8.292768112979850769e+10
1.136168583760961914e+11 9.727852250148411560e+10
1.011006118515664673e+11 1.102194140479829712e+11
8.711880908518356323e+10 1.215625515969043884e+11
7.187392024799574280e+10 1.311432083265328369e+11
5.558678359133624268e+10 1.388221310461506653e+11
3.849342465181993103e+10 1.444875729124766846e+11
2.084165156349828339e+10 1.480569324152510071e+11
2.887474680155475616e+09 1.494779738619111023e+11
-1.510859847127552032e+10 1.487296104035562439e+11
-3.288533975256647873e+10 1.458222368029131470e+11
-5.018459393982960510e+10 1.407976055716910706e+11
-6.675503403927983093e+10 1.337282467128610840e+11
-8.235582340375720215e+10 1.247164379985757446e+11
-9.676013067023306274e+10 1.138927393957191010e+11
-1.097584453788226929e+11 1.014141118126263885e+11
-1.211616447955411987e+11 8.746164667366491699e+10
-1.308037659192582855e+11 7.223793882391645813e+10
-1.385444408670310364e+11 5.596414081698651123e+10
-1.442709587441427917e+11 3.887674164260038757e+10
-1.478999226431503601e+11 2.122411731228635025e+10
-1.493784764930138550e+11 3.262904356494327545e+09
